source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0030154,cell differentiation,6.0089909305876955e-15,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4443,520,194,20972,0.3730769230769231,0.04366419086203016,query_1,['GO:0048869']
GO:BP,GO:0048869,cellular developmental process,6.0089909305876955e-15,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4444,520,194,20972,0.3730769230769231,0.043654365436543656,query_1,"['GO:0009987', 'GO:0032502']"
GO:BP,GO:0023052,signaling,1.999223088609382e-14,True,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",6558,520,253,20972,0.48653846153846153,0.03857883501067399,query_1,['GO:0050789']
GO:BP,GO:0050896,response to stimulus,2.126416204618282e-14,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",9051,520,318,20972,0.6115384615384616,0.03513423931057342,query_1,['GO:0008150']
GO:BP,GO:0007399,nervous system development,3.0211597000400446e-14,True,"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]",2597,520,133,20972,0.25576923076923075,0.05121293800539083,query_1,['GO:0048731']
GO:BP,GO:0009888,tissue development,3.7285567853204225e-13,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",2014,520,110,20972,0.21153846153846154,0.05461767626613704,query_1,['GO:0048856']
GO:BP,GO:0016477,cell migration,4.682287365130876e-13,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",1532,520,92,20972,0.17692307692307693,0.06005221932114883,query_1,['GO:0048870']
GO:BP,GO:0065007,biological regulation,7.526354123614158e-13,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12804,520,401,20972,0.7711538461538462,0.031318338019368945,query_1,['GO:0008150']
GO:BP,GO:0051239,regulation of multicellular organismal process,7.526354123614158e-13,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",2923,520,140,20972,0.2692307692307692,0.04789599726308587,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0035295,tube development,9.043140529986699e-13,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",1094,520,74,20972,0.1423076923076923,0.06764168190127971,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0051716,cellular response to stimulus,1.26343735791677e-12,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7425,520,270,20972,0.5192307692307693,0.03636363636363636,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0007165,signal transduction,1.2920382900374438e-12,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6063,520,233,20972,0.4480769230769231,0.0384298202210127,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:BP,GO:0010646,regulation of cell communication,1.369290790575578e-11,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3480,520,154,20972,0.29615384615384616,0.044252873563218394,query_1,"['GO:0007154', 'GO:0050794']"
GO:BP,GO:0030198,extracellular matrix organization,1.3912454079445037e-11,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]",307,520,35,20972,0.0673076923076923,0.11400651465798045,query_1,"['GO:0043062', 'GO:0045229']"
GO:BP,GO:0043062,extracellular structure organization,1.472658869733899e-11,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",308,520,35,20972,0.0673076923076923,0.11363636363636363,query_1,['GO:0016043']
GO:BP,GO:0045229,external encapsulating structure organization,1.5606863766778262e-11,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",309,520,35,20972,0.0673076923076923,0.11326860841423948,query_1,['GO:0016043']
GO:BP,GO:0001568,blood vessel development,4.013635474903103e-11,True,"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]",727,520,55,20972,0.10576923076923077,0.07565337001375516,query_1,"['GO:0001944', 'GO:0048856']"
GO:BP,GO:0023051,regulation of signaling,4.472672966770258e-11,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3473,520,152,20972,0.2923076923076923,0.04376619637201267,query_1,"['GO:0023052', 'GO:0050789']"
GO:BP,GO:0001944,vasculature development,5.888261304845511e-11,True,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",758,520,56,20972,0.1076923076923077,0.07387862796833773,query_1,"['GO:0048731', 'GO:0072359']"
GO:BP,GO:0050793,regulation of developmental process,6.186192206165009e-11,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2431,520,118,20972,0.22692307692307692,0.04853969559851913,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0035239,tube morphogenesis,6.186192206165009e-11,True,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",877,520,61,20972,0.11730769230769231,0.06955530216647662,query_1,"['GO:0009653', 'GO:0035295']"
GO:BP,GO:0050789,regulation of biological process,7.463476505821256e-11,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12397,520,385,20972,0.7403846153846154,0.031055900621118012,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,1.1263006651723893e-10,True,"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]",1190,520,73,20972,0.14038461538461539,0.06134453781512605,query_1,"['GO:0009653', 'GO:0032502']"
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,1.1263006651723893e-10,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",988,520,65,20972,0.125,0.06578947368421052,query_1,['GO:0007166']
GO:BP,GO:0030155,regulation of cell adhesion,1.5629830361707214e-10,True,"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]",780,520,56,20972,0.1076923076923077,0.07179487179487179,query_1,"['GO:0007155', 'GO:0050794']"
GO:BP,GO:0007166,cell surface receptor signaling pathway,3.1264596177730275e-10,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2834,520,129,20972,0.24807692307692308,0.04551870148200424,query_1,['GO:0007165']
GO:BP,GO:0048870,cell motility,3.5107850542097724e-10,True,"""Any process involved in the controlled self-propelled movement of a cell that results in translocation of the cell from one place to another."" [GOC:dgh, GOC:dph, GOC:isa_complete, GOC:mlg]",1794,520,94,20972,0.18076923076923077,0.05239687848383501,query_1,['GO:0009987']
GO:BP,GO:0051240,positive regulation of multicellular organismal process,5.386822025344207e-10,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1639,520,88,20972,0.16923076923076924,0.053691275167785234,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
GO:BP,GO:0001525,angiogenesis,1.0429866817705413e-09,True,"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]",546,520,44,20972,0.08461538461538462,0.08058608058608059,query_1,"['GO:0048514', 'GO:0048646']"
GO:BP,GO:0030334,regulation of cell migration,1.0999386410536707e-09,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",944,520,61,20972,0.11730769230769231,0.0646186440677966,query_1,"['GO:0016477', 'GO:2000145']"
GO:BP,GO:0048468,cell development,1.5632895075874725e-09,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",2842,520,127,20972,0.24423076923076922,0.04468684025334271,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0031589,cell-substrate adhesion,1.6102980386889436e-09,True,"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]",349,520,34,20972,0.06538461538461539,0.09742120343839542,query_1,['GO:0007155']
GO:BP,GO:0051128,regulation of cellular component organization,2.3827677944821715e-09,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2427,520,113,20972,0.2173076923076923,0.0465595385249279,query_1,"['GO:0016043', 'GO:0050794']"
GO:BP,GO:0048514,blood vessel morphogenesis,2.8441624675660912e-09,True,"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]",632,520,47,20972,0.09038461538461538,0.07436708860759493,query_1,"['GO:0001568', 'GO:0035239']"
GO:BP,GO:0009966,regulation of signal transduction,2.936099161039688e-09,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3031,520,132,20972,0.25384615384615383,0.043549983503794125,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']"
GO:BP,GO:0009611,response to wounding,3.6621419399795756e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]",570,520,44,20972,0.08461538461538462,0.07719298245614035,query_1,['GO:0006950']
GO:BP,GO:0034330,cell junction organization,4.061077821544706e-09,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]",829,520,55,20972,0.10576923076923077,0.06634499396863691,query_1,['GO:0016043']
GO:BP,GO:2000145,regulation of cell motility,4.19361972520315e-09,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1005,520,62,20972,0.11923076923076924,0.061691542288557215,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']"
GO:BP,GO:0022008,neurogenesis,4.19361972520315e-09,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",1769,520,90,20972,0.17307692307692307,0.05087620124364047,query_1,"['GO:0007399', 'GO:0030154']"
GO:BP,GO:0050794,regulation of cellular process,4.969121454935318e-09,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11962,520,368,20972,0.7076923076923077,0.030764086273198463,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0065008,regulation of biological quality,4.969121454935318e-09,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",2963,520,129,20972,0.24807692307692308,0.043536955788052646,query_1,['GO:0065007']
REAC,REAC:R-HSA-1474244,Extracellular matrix organization,7.143260606679885e-09,True,Extracellular matrix organization,298,322,34,11056,0.10559006211180125,0.11409395973154363,query_1,['REAC:0000000']
GO:BP,GO:0040012,regulation of locomotion,7.2010595234861914e-09,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1046,520,63,20972,0.12115384615384615,0.06022944550669216,query_1,"['GO:0040011', 'GO:0050789']"
GO:BP,GO:0071363,cellular response to growth factor stimulus,9.827253178261969e-09,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]",706,520,49,20972,0.09423076923076923,0.06940509915014165,query_1,"['GO:0070848', 'GO:0071495']"
GO:BP,GO:0048583,regulation of response to stimulus,1.1729093068582087e-08,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3993,520,159,20972,0.3057692307692308,0.039819684447783624,query_1,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:0036293,response to decreased oxygen levels,2.2184600968427246e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]",290,520,29,20972,0.05576923076923077,0.1,query_1,['GO:0070482']
GO:BP,GO:0048519,negative regulation of biological process,2.4253862535424686e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",5753,520,208,20972,0.4,0.036155049539370765,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0048585,negative regulation of response to stimulus,2.7191997407169792e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1693,520,85,20972,0.16346153846153846,0.05020673360897814,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0009719,response to endogenous stimulus,2.8584458373237842e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1467,520,77,20972,0.14807692307692308,0.05248807089297887,query_1,['GO:0050896']
GO:BP,GO:0070848,response to growth factor,3.348377038955106e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]",734,520,49,20972,0.09423076923076923,0.0667574931880109,query_1,['GO:0009719']
GO:BP,GO:0001666,response to hypoxia,3.548603766157561e-08,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]",278,520,28,20972,0.05384615384615385,0.10071942446043165,query_1,"['GO:0006950', 'GO:0036293']"
GO:BP,GO:2000026,regulation of multicellular organismal development,3.6184472764838015e-08,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1392,520,74,20972,0.1423076923076923,0.05316091954022988,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']"
GO:BP,GO:0048518,positive regulation of biological process,3.689209530405572e-08,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6150,520,218,20972,0.41923076923076924,0.035447154471544715,query_1,"['GO:0008150', 'GO:0050789']"
GO:BP,GO:0000902,cell morphogenesis,5.210279828191502e-08,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",998,520,59,20972,0.11346153846153846,0.05911823647294589,query_1,['GO:0009653']
GO:BP,GO:0022603,regulation of anatomical structure morphogenesis,5.775244468478398e-08,True,"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]",822,520,52,20972,0.1,0.06326034063260341,query_1,"['GO:0009653', 'GO:0050793']"
GO:BP,GO:0010648,negative regulation of cell communication,8.277888397932196e-08,True,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1449,520,75,20972,0.14423076923076922,0.051759834368530024,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048523']"
GO:BP,GO:0023057,negative regulation of signaling,8.277888397932196e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1449,520,75,20972,0.14423076923076922,0.051759834368530024,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']"
GO:BP,GO:0009968,negative regulation of signal transduction,9.361087850897302e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]",1341,520,71,20972,0.13653846153846153,0.0529455630126771,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']"
GO:BP,GO:0098609,cell-cell adhesion,1.0024975250436124e-07,True,"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]",965,520,57,20972,0.10961538461538461,0.05906735751295337,query_1,['GO:0007155']
GO:BP,GO:0040011,locomotion,1.0967858459987297e-07,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1236,520,67,20972,0.12884615384615383,0.054207119741100325,query_1,['GO:0008150']
GO:BP,GO:0071495,cellular response to endogenous stimulus,1.1549573202417841e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",1238,520,67,20972,0.12884615384615383,0.05411954765751212,query_1,['GO:0009719']
GO:BP,GO:0045785,positive regulation of cell adhesion,1.164786468263001e-07,True,"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",483,520,37,20972,0.07115384615384615,0.07660455486542443,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048522']"
GO:BP,GO:0048523,negative regulation of cellular process,1.2755848000037842e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5510,520,198,20972,0.38076923076923075,0.035934664246823955,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
GO:BP,GO:0070482,response to oxygen levels,1.3481113451162191e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]",317,520,29,20972,0.05576923076923077,0.0914826498422713,query_1,['GO:0009628']
GO:BP,GO:0032879,regulation of localization,1.578971020638084e-07,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",1914,520,90,20972,0.17307692307692307,0.047021943573667714,query_1,"['GO:0050789', 'GO:0051179']"
GO:BP,GO:0060429,epithelium development,2.3282713618965561e-07,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",1234,520,66,20972,0.12692307692307692,0.05348460291734198,query_1,['GO:0009888']
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,2.8728262772979884e-07,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",641,520,43,20972,0.08269230769230769,0.06708268330733229,query_1,['GO:0007167']
GO:BP,GO:0030029,actin filament-based process,3.0260423402883435e-07,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",816,520,50,20972,0.09615384615384616,0.061274509803921566,query_1,['GO:0009987']
GO:BP,GO:0003013,circulatory system process,3.042628410308804e-07,True,"""An organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]",595,520,41,20972,0.07884615384615384,0.06890756302521009,query_1,['GO:0003008']
GO:BP,GO:0008015,blood circulation,4.791414494920118e-07,True,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",511,520,37,20972,0.07115384615384615,0.07240704500978473,query_1,['GO:0003013']
GO:BP,GO:0090287,regulation of cellular response to growth factor stimulus,5.486214442814202e-07,True,"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]",318,520,28,20972,0.05384615384615385,0.0880503144654088,query_1,"['GO:0048583', 'GO:0071363']"
GO:BP,GO:0048699,generation of neurons,5.871753662292375e-07,True,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",1523,520,75,20972,0.14423076923076922,0.04924491135915955,query_1,['GO:0022008']
GO:BP,GO:0009628,response to abiotic stimulus,7.654211222282599e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",1108,520,60,20972,0.11538461538461539,0.05415162454873646,query_1,['GO:0050896']
